Index,Date,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
68,16/11/2018,7,6.6,64,0.5,701,0.2,0,0,0,Autumn,No Holiday,Yes
69,25/11/2018,3,2.6,88,0.9,319,0.8,0,0,2.8,Autumn,No Holiday,Yes
70,29/04/2018,15,22.8,24,3.3,1138,1.1,2.79,0,0,Spring,No Holiday,Yes
71,22/06/2018,14,31.6,25,2.3,1780,9.1,3.21,0,0,Summer,No Holiday,Yes
72,31/07/2018,11,34.1,40,1.5,1947,18.5,2.8,0,0,Summer,No Holiday,Yes
73,19/10/2018,9,11.1,53,1,2000,1.8,1.05,0,0,Autumn,No Holiday,Yes
74,3/5/2018,5,7,85,0.8,2000,4.6,0,0,0,Spring,No Holiday,Yes
75,5/1/2018,9,-4.7,49,1.2,1550,-13.8,0.12,0,0,Winter,No Holiday,Yes
76,8/3/2018,5,3.1,90,1.2,974,1.6,0,0,0,Spring,No Holiday,Yes
77,24/04/2018,2,10.1,83,1.4,2000,7.3,0,0.1,0,Spring,No Holiday,Yes
78,12/5/2018,20,15.7,97,0.3,343,15.2,0,1,0,Spring,No Holiday,Yes
79,26/08/2018,8,22.1,74,1,1479,17.2,0.77,0,0,Summer,No Holiday,Yes
80,18/10/2018,21,12.6,60,0.5,2000,5,0,0,0,Autumn,No Holiday,Yes
81,17/04/2018,23,10.1,41,1.1,1509,-2.5,0,0,0,Spring,No Holiday,Yes
82,25/03/2018,12,12.7,45,1.3,321,1,2.63,0,0,Spring,No Holiday,Yes
83,18/08/2018,0,24.5,48,1.2,2000,12.7,0,0,0,Summer,No Holiday,Yes
84,31/01/2018,15,-0.5,30,2.3,1997,-15.9,0.45,0,2.2,Winter,No Holiday,Yes
85,20/04/2018,16,25.7,30,3.4,600,6.8,2.07,0,0,Spring,No Holiday,Yes
86,8/10/2018,3,10.8,59,0.5,2000,3,0,0,0,Autumn,No Holiday,Yes
87,5/10/2018,15,17.2,96,0.6,213,16.5,0.26,4,0,Autumn,No Holiday,Yes
88,2/3/2018,16,5.2,21,2.1,1721,-15.4,1.97,0,0,Spring,No Holiday,Yes
89,13/12/2017,15,-4.9,26,3.1,1887,-21.5,0.89,0,0,Winter,No Holiday,Yes
90,26/07/2018,11,30.2,67,1.5,1003,23.3,0.87,0,0,Summer,No Holiday,Yes
91,27/01/2018,3,-15.3,43,0.8,1963,-25,0,0,0.3,Winter,No Holiday,Yes
92,6/3/2018,4,-0.5,75,0.6,1967,-4.3,0,0,0,Spring,No Holiday,Yes
93,27/10/2018,12,10.4,41,4.9,1966,-2.3,1.33,0,0,Autumn,No Holiday,Yes
94,24/09/2018,3,15.5,63,0.3,2000,8.4,0,0,0,Autumn,Holiday,Yes
95,3/1/2018,14,-1.5,30,2.8,1903,-16.8,1.1,0,0,Winter,No Holiday,Yes
96,2/12/2017,22,3.5,54,1.5,1446,-4.9,0,0,0,Winter,No Holiday,Yes
97,24/07/2018,20,31.1,63,2,1542,23.2,0.06,0,0,Summer,No Holiday,Yes
98,29/09/2018,10,20.8,52,1.5,2000,10.5,1.88,0,0,Autumn,No Holiday,Yes
99,1/12/2017,6,-6.6,35,1.3,2000,-19.5,0,0,0,Winter,No Holiday,Yes
100,6/6/2018,23,20.1,77,3.1,797,15.9,0,0,0,Summer,Holiday,Yes
101,24/07/2018,21,30.2,65,2.3,1642,22.8,0,0,0,Summer,No Holiday,Yes
102,12/7/2018,23,25.5,84,0.8,1906,22.5,0,0,0,Summer,No Holiday,Yes
103,27/12/2017,20,-5.9,34,0.9,2000,-19.2,0,0,0,Winter,No Holiday,Yes
104,30/01/2018,23,-1.7,83,1,1093,-4.2,0,0,3.5,Winter,No Holiday,Yes
105,9/11/2018,13,14,46,5.3,927,2.5,1.68,0,0,Autumn,No Holiday,No
106,22/09/2018,22,18.6,62,0.6,2000,11.1,0,0,0,Autumn,No Holiday,Yes
107,4/9/2018,4,20.4,97,2.7,704,19.9,0,0,0,Autumn,No Holiday,Yes
108,6/5/2018,21,16.8,79,0.6,2000,13.1,0,0,0,Spring,No Holiday,Yes
109,11/3/2018,2,4.7,78,1.5,466,1.1,0,0,0,Spring,No Holiday,Yes
110,1/10/2018,4,13.7,56,1.9,2000,5,0,0,0,Autumn,No Holiday,Yes
111,1/10/2018,3,13.6,56,1.6,2000,4.9,0,0,0,Autumn,No Holiday,Yes
112,14/11/2018,23,8.4,65,0.8,1216,2.1,0,0,0,Autumn,No Holiday,Yes
113,11/11/2018,7,6.4,84,1.3,369,3.8,0,0,0,Autumn,No Holiday,Yes
114,22/05/2018,19,17.6,93,0.3,331,16.4,0.06,1.5,0,Spring,Holiday,Yes
115,10/3/2018,10,3.5,65,2.4,539,-2.4,0.87,0,0,Spring,No Holiday,Yes
116,10/2/2018,21,-5.6,28,4.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
117,6/6/2018,10,24.3,53,2.9,949,14.1,2.37,0,0,Summer,Holiday,Yes
118,16/01/2018,1,1.2,64,0.7,455,-4.8,0,0,0,Winter,No Holiday,Yes
119,1/11/2018,12,12.6,36,2.6,1785,-2.1,2.14,0,0,Autumn,No Holiday,Yes
120,15/01/2018,2,3.6,65,0.9,959,-2.3,0,0,0,Winter,No Holiday,Yes
121,2/9/2018,17,28.8,47,2,1998,16.3,1,0,0,Autumn,No Holiday,Yes
122,27/07/2018,3,27.6,80,1.6,929,23.8,0,0,0,Summer,No Holiday,Yes
123,15/01/2018,8,4.1,85,1.1,470,1.7,0,0,0,Winter,No Holiday,Yes
124,29/07/2018,18,35.8,35,1.3,2000,17.9,1.21,0,0,Summer,No Holiday,Yes
125,21/06/2018,6,19.5,80,1.6,709,15.9,0.04,0,0,Summer,No Holiday,Yes
126,6/5/2018,13,16.4,94,0.9,1947,15.4,0.78,0,0,Spring,No Holiday,Yes
127,2/6/2018,14,29.8,23,3.6,1945,6.4,3.32,0,0,Summer,No Holiday,Yes
128,19/09/2018,11,23.6,55,0.6,1723,14,1.01,0,0,Autumn,No Holiday,No
129,17/07/2018,0,26.4,76,1.2,2000,21.8,0,0,0,Summer,No Holiday,Yes
130,7/5/2018,15,24.6,38,2.1,1478,9.3,1.85,0,0,Spring,No Holiday,Yes
131,23/04/2018,12,9,96,1.9,481,8.3,0.43,5.5,0,Spring,No Holiday,Yes
132,27/09/2018,1,16.1,53,1.4,2000,6.5,0,0,0,Autumn,No Holiday,Yes
133,3/10/2018,8,11.8,73,1,1649,7.1,0.49,0,0,Autumn,Holiday,Yes
134,7/5/2018,17,25.5,31,2.3,1974,7.1,1.5,0,0,Spring,No Holiday,Yes
135,7/4/2018,18,6.4,43,3.7,2000,-5.2,0.92,0,0,Spring,No Holiday,Yes
136,22/02/2018,7,-3.7,64,0.7,1891,-9.5,0,0,0,Winter,No Holiday,Yes
137,28/09/2018,1,16.5,53,1.5,2000,6.8,0,0,0,Autumn,No Holiday,No
138,13/09/2018,3,20.9,68,1.7,2000,14.7,0,0,0,Autumn,No Holiday,Yes
139,15/12/2017,20,0.9,42,1.2,1113,-10.5,0,0,0,Winter,No Holiday,Yes
140,14/10/2018,14,18.9,31,2.6,1936,1.3,2.37,0,0,Autumn,No Holiday,Yes
141,1/11/2018,22,8.3,61,0.2,1809,1.2,0,0,0,Autumn,No Holiday,Yes
142,3/7/2018,22,26.9,78,0.6,1806,22.7,0,0,0,Summer,No Holiday,Yes
143,6/5/2018,11,15.5,97,0.8,459,15,0.4,3.5,0,Spring,No Holiday,Yes
144,8/3/2018,20,3.3,74,2.6,494,-0.8,0,0,0,Spring,No Holiday,Yes
145,13/06/2018,18,23.4,63,3.6,1245,15.9,0.5,0,0,Summer,No Holiday,Yes
146,10/9/2018,19,24.4,47,2,2000,12.3,0.05,0,0,Autumn,No Holiday,Yes
147,23/03/2018,18,9.7,36,3.6,948,-4.6,0.37,0,0,Spring,No Holiday,Yes
148,24/02/2018,23,-0.6,39,1.3,1731,-12.8,0,0,0,Winter,No Holiday,Yes
149,2/3/2018,11,0.1,30,1.8,1640,-15.4,2.19,0,0,Spring,No Holiday,Yes
150,22/04/2018,8,16.3,40,0.8,1982,2.6,0.25,0,0,Spring,No Holiday,Yes
151,23/08/2018,10,30.2,52,1.8,2000,19.2,0.93,0,0,Summer,No Holiday,Yes
152,16/02/2018,13,3.5,17,3.2,1971,-19.3,2.2,0,0,Winter,Holiday,Yes
153,30/07/2018,15,35.5,43,1.3,2000,20.9,1.61,0,0,Summer,No Holiday,Yes
154,13/05/2018,22,13.5,87,2.2,433,11.3,0,0,0,Spring,No Holiday,Yes
155,27/04/2018,0,11.8,59,2.4,1535,4,0,0,0,Spring,No Holiday,Yes
156,9/1/2018,19,-4.5,57,0.6,2000,-11.7,0,0,0,Winter,No Holiday,Yes
157,28/07/2018,18,29,81,0.8,989,25.4,0.22,0,0,Summer,No Holiday,Yes
158,18/11/2018,14,10.1,37,2.4,1723,-3.9,1.24,0,0,Autumn,No Holiday,Yes
159,13/10/2018,5,6.7,81,1.1,1467,3.6,0,0,0,Autumn,No Holiday,Yes
160,9/10/2018,22,16.7,55,1.9,2000,7.6,0,0,0,Autumn,Holiday,No
161,5/12/2017,13,-1.6,27,0,1955,-18.2,0,0,0,Winter,No Holiday,Yes
162,2/8/2018,2,31.5,68,0,1504,24.8,0,0,0,Summer,No Holiday,Yes
163,30/06/2018,15,27.8,71,0.9,733,22,0.93,0,0,Summer,No Holiday,Yes
164,19/11/2018,3,4.8,65,0.8,1179,-1.2,0,0,0,Autumn,No Holiday,Yes
165,28/06/2018,16,25.2,81,3.6,961,21.6,0.5,0,0,Summer,No Holiday,Yes
166,13/11/2018,4,4.9,63,0,1397,-1.5,0,0,0,Autumn,No Holiday,Yes
167,11/4/2018,21,11,34,2.1,2000,-4.2,0,0,0,Spring,No Holiday,No
168,14/09/2018,20,25,61,1.1,2000,16.9,0,0,0,Autumn,No Holiday,Yes
169,4/5/2018,0,10,63,2.1,1653,3.2,0,0,0,Spring,No Holiday,Yes
170,13/06/2018,16,25.8,50,1.7,1152,14.5,0.66,0,0,Summer,No Holiday,Yes
171,1/5/2018,8,18.8,76,0.6,301,14.4,0.36,0,0,Spring,Holiday,Yes
172,24/04/2018,1,10.1,83,1.6,2000,7.3,0,0,0,Spring,No Holiday,Yes
173,25/03/2018,7,4.7,82,1.3,198,1.8,0.02,0,0,Spring,No Holiday,Yes
174,23/02/2018,3,0.9,97,1.2,243,0.4,0,3.7,4.1,Winter,No Holiday,Yes
175,18/06/2018,17,29.5,36,3.7,1786,12.8,1.94,0,0,Summer,No Holiday,Yes
176,30/09/2018,4,16.6,73,0.3,2000,11.7,0,0,0,Autumn,No Holiday,No
177,5/6/2018,23,21.9,56,0.7,1898,12.7,0,0,0,Summer,No Holiday,Yes
178,30/04/2018,23,17.9,79,0.4,323,14.1,0,0,0,Spring,No Holiday,Yes
179,31/03/2018,8,10.4,65,0.8,979,4,0.41,0,0,Spring,No Holiday,Yes
180,1/5/2018,6,17.8,85,0.6,265,15.2,0,0,0,Spring,Holiday,Yes
181,2/6/2018,22,21.4,48,1.6,2000,9.9,0,0,0,Summer,No Holiday,Yes
182,10/7/2018,23,24.9,87,0.5,658,22.5,0,0,0,Summer,No Holiday,Yes
183,27/10/2018,22,6.6,51,1.8,2000,-2.8,0,0,0,Autumn,No Holiday,Yes
184,25/06/2018,12,29.8,42,2.1,1220,15.5,2.9,0,0,Summer,No Holiday,Yes
185,27/09/2018,11,21.3,43,1.7,1998,8.2,2.42,0,0,Autumn,No Holiday,Yes
186,12/4/2018,14,18.8,27,4.9,1888,-0.6,3.13,0,0,Spring,No Holiday,Yes
187,3/3/2018,10,5.1,27,1.2,1563,-12.4,1.54,0,0,Spring,No Holiday,Yes
188,19/06/2018,4,19.7,73,1.6,848,14.7,0,0,0,Summer,No Holiday,Yes
189,7/12/2017,7,0.3,93,0.5,173,-0.7,0,0,0.9,Winter,No Holiday,Yes
190,3/5/2018,4,7,87,1.3,2000,4.9,0,0,0,Spring,No Holiday,Yes
191,14/03/2018,1,13.7,73,2.2,1182,8.9,0,0,0,Spring,No Holiday,Yes
192,26/09/2018,5,16.3,61,1.5,2000,8.7,0,0,0,Autumn,No Holiday,Yes
193,31/01/2018,12,-1,35,2.7,1921,-14.5,0.64,0,3,Winter,No Holiday,Yes
194,10/2/2018,7,1.6,81,1.4,393,-1.3,0,0,0,Winter,No Holiday,Yes
195,16/10/2018,4,11,69,0.6,1510,5.5,0,0,0,Autumn,No Holiday,Yes
196,3/2/2018,19,-7.6,32,4.8,2000,-21.4,0,0,0,Winter,No Holiday,Yes
197,31/07/2018,19,34.9,47,2.4,2000,21.9,0.42,0,0,Summer,No Holiday,Yes
198,30/08/2018,3,24.1,97,2.5,1989,23.5,0,1.5,0,Summer,No Holiday,Yes
199,29/04/2018,2,10.9,56,1.2,1460,2.4,0,0,0,Spring,No Holiday,Yes
200,30/08/2018,17,26.8,73,2.6,916,21.5,0.37,0,0,Summer,No Holiday,Yes
201,10/1/2018,3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8,Winter,No Holiday,Yes
202,29/11/2018,23,2.6,56,1.9,1394,-5.3,0,0,0,Autumn,No Holiday,Yes
203,7/4/2018,4,1.6,70,3.6,1392,-3.2,0,0.1,0,Spring,No Holiday,Yes
204,27/05/2018,0,20.1,65,1.6,1097,13.3,0,0,0,Spring,No Holiday,Yes
205,28/02/2018,2,5.2,54,1.3,516,-3.3,0,0,0,Winter,No Holiday,Yes
206,1/2/2018,21,-3.2,47,1.8,1917,-12.9,0,0,0,Winter,No Holiday,Yes
207,2/5/2018,11,18,85,1.1,411,15.4,0.45,0,0,Spring,No Holiday,Yes
208,29/04/2018,13,21.9,27,2.2,1055,2,3.35,0,0,Spring,No Holiday,Yes
209,30/03/2018,17,19.4,45,2.9,778,7.1,1.13,0,0,Spring,No Holiday,Yes
210,13/11/2018,1,5.6,68,0.5,1576,0.1,0,0,0,Autumn,No Holiday,Yes
211,13/01/2018,5,-6.3,51,0.8,2000,-14.8,0,0,0,Winter,No Holiday,Yes
212,10/6/2018,12,23.2,50,2.2,1988,12.1,2.45,0,0,Summer,No Holiday,Yes
213,5/11/2018,0,10.1,75,0,922,5.8,0,0,0,Autumn,No Holiday,Yes
214,1/7/2018,10,21.6,97,0.5,266,21,0.13,12,0,Summer,No Holiday,Yes
215,14/02/2018,1,1.3,67,1.2,1738,-4.1,0,0,0,Winter,No Holiday,Yes
216,8/11/2018,18,12.9,97,0,406,12.4,0,9,0,Autumn,No Holiday,Yes
217,19/04/2018,14,20.5,17,3.1,1512,-5.4,2.83,0,0,Spring,No Holiday,Yes
218,8/5/2018,0,16.4,72,0.8,1046,11.3,0,0,0,Spring,No Holiday,Yes
219,14/01/2018,7,-4.4,80,1.4,411,-7.3,0,0,0,Winter,No Holiday,Yes
220,23/04/2018,4,9.5,95,2.4,410,8.7,0,3.5,0,Spring,No Holiday,Yes
221,7/7/2018,17,28.9,45,1.4,2000,15.7,1.89,0,0,Summer,No Holiday,Yes
222,4/2/2018,13,-8.3,34,4,1561,-21.4,2.22,0,0,Winter,No Holiday,Yes
223,25/01/2018,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5,Winter,No Holiday,Yes
224,31/05/2018,11,22,54,2.7,1189,12.2,2.89,0,0,Spring,No Holiday,Yes
225,16/01/2018,21,4.3,56,0.7,434,-3.7,0,0,0,Winter,No Holiday,Yes
226,1/8/2018,1,29.9,70,1,2000,23.8,0,0,0,Summer,No Holiday,Yes
227,11/3/2018,9,3.9,77,2,263,0.2,0.65,0,0,Spring,No Holiday,Yes
228,7/6/2018,23,20.3,77,1.3,770,16.1,0,0,0,Summer,No Holiday,Yes
229,21/12/2017,13,3.2,42,1.8,1349,-8.5,1.08,0,1.8,Winter,No Holiday,Yes
230,21/06/2018,15,28.3,40,3.2,1619,13.4,2.96,0,0,Summer,No Holiday,Yes
231,13/09/2018,17,27.9,51,1.4,2000,16.8,1.19,0,0,Autumn,No Holiday,Yes
232,2/7/2018,18,24.9,87,1.9,1742,22.5,0.25,0,0,Summer,No Holiday,Yes
233,29/01/2018,2,-10.2,47,0.9,1808,-19.3,0,0,0,Winter,No Holiday,Yes
234,6/3/2018,13,9.3,27,2.2,1816,-8.7,2.65,0,0,Spring,No Holiday,Yes
235,30/08/2018,4,23.9,96,0.4,1797,23.2,0,0,0,Summer,No Holiday,Yes
236,5/8/2018,10,29.5,78,2,1091,25.2,1.28,0,0,Summer,No Holiday,Yes
237,25/08/2018,11,28,57,3.3,1827,18.6,2.71,0,0,Summer,No Holiday,Yes
238,22/02/2018,1,-2.2,58,1,2000,-9.3,0,0,0,Winter,No Holiday,Yes
239,3/6/2018,6,16.9,62,0.4,1768,9.5,0.06,0,0,Summer,No Holiday,Yes
240,12/5/2018,11,12,96,1,184,11.3,0.14,3.5,0,Spring,No Holiday,Yes
241,11/2/2018,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,Winter,No Holiday,Yes
242,17/06/2018,7,19.6,75,0.9,884,15,0.42,0,0,Summer,No Holiday,Yes
243,7/3/2018,7,2.2,65,1.9,2000,-3.7,0,0,0,Spring,No Holiday,Yes
244,20/03/2018,7,3.8,44,4.1,2000,-7.3,0.02,0,0,Spring,No Holiday,Yes
245,28/11/2018,4,3.9,26,2.4,1071,-13.9,0,0,0,Autumn,No Holiday,Yes
246,9/11/2018,15,15.1,52,3.4,622,5.3,1.3,0,0,Autumn,No Holiday,No
247,25/09/2018,10,18,44,1.3,1984,5.5,1.99,0,0,Autumn,Holiday,Yes
248,28/11/2018,21,4.2,31,1.1,1741,-11.4,0,0,0,Autumn,No Holiday,Yes
249,21/08/2018,17,30.8,52,2.3,1953,19.8,1.49,0,0,Summer,No Holiday,Yes
250,9/4/2018,2,2.2,88,0.5,508,0.4,0,0,0,Spring,No Holiday,Yes
251,20/09/2018,22,18.4,85,2.1,1772,15.8,0,0,0,Autumn,No Holiday,Yes
252,8/1/2018,12,2.7,33,2.7,1281,-12,0.6,0,0,Winter,No Holiday,Yes
253,6/1/2018,5,-6.1,64,1,1231,-11.8,0,0,0,Winter,No Holiday,Yes
254,27/12/2017,17,-4.2,26,2.2,2000,-20.8,0.2,0,0,Winter,No Holiday,Yes
255,21/10/2018,4,8.8,71,0.9,1516,3.8,0,0,0,Autumn,No Holiday,Yes
256,15/09/2018,6,21,84,0.9,2000,18.1,0,0.1,0,Autumn,No Holiday,Yes
257,14/02/2018,3,1.1,65,1,1596,-4.7,0,0,0,Winter,No Holiday,Yes
258,7/3/2018,16,10.4,36,3.2,1963,-4,1.02,0,0,Spring,No Holiday,Yes
259,25/05/2018,6,13.8,74,0.7,644,9.2,0.05,0,0,Spring,No Holiday,Yes
260,14/04/2018,16,8.9,87,1.8,2000,6.8,0.32,0,0,Spring,No Holiday,Yes
261,14/08/2018,9,31,56,0.8,1945,21.1,1.32,0,0,Summer,No Holiday,Yes
262,6/1/2018,3,-5.6,56,1,1367,-13,0,0,0,Winter,No Holiday,Yes
263,15/10/2018,15,20.4,43,1.7,690,7.3,1.43,0,0,Autumn,No Holiday,Yes
264,25/03/2018,2,6,82,1.3,198,3.1,0,0,0,Spring,No Holiday,Yes
265,9/9/2018,10,22.9,45,1.5,2000,10.3,2.1,0,0,Autumn,No Holiday,Yes
266,13/03/2018,22,13.5,81,2.8,933,10.2,0,0,0,Spring,No Holiday,Yes
267,3/8/2018,9,33,50,1.7,1722,21.1,1.49,0,0,Summer,No Holiday,Yes
268,4/6/2018,14,26.5,43,3.9,1671,12.8,2.36,0,0,Summer,No Holiday,Yes
269,12/8/2018,2,29,60,1.4,2000,20.4,0,0,0,Summer,No Holiday,Yes
270,14/10/2018,0,10.4,59,0,971,2.7,0,0,0,Autumn,No Holiday,Yes
271,2/10/2018,8,11.2,69,0.9,1714,5.7,0.49,0,0,Autumn,No Holiday,No
272,24/03/2018,0,4.7,46,1.7,746,-5.9,0,0,0,Spring,No Holiday,Yes
273,26/08/2018,11,28,46,1.7,1990,15.2,2.73,0,0,Summer,No Holiday,Yes
274,9/1/2018,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5,Winter,No Holiday,Yes
275,27/05/2018,21,19.5,46,1.8,1734,7.5,0,0,0,Spring,No Holiday,Yes
276,9/5/2018,1,11.3,58,1.3,2000,3.3,0,0,0,Spring,No Holiday,Yes
277,29/04/2018,6,9.5,65,1,1325,3.2,0.01,0,0,Spring,No Holiday,Yes
278,21/09/2018,17,21.2,77,1.2,2000,16.9,0.31,0,0,Autumn,No Holiday,Yes
279,12/3/2018,2,2.7,46,0.4,1363,-7.7,0,0,0,Spring,No Holiday,Yes
280,4/6/2018,12,26.3,36,3.1,1377,10,2.61,0,0,Summer,No Holiday,Yes
281,29/10/2018,5,5.1,76,0.7,2000,1.2,0,0,0,Autumn,No Holiday,Yes
